indice_tiempo,region_de_destino,categoria_del_hotel,facturacion_total_en_pesos,observaciones
2021-07-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,Cuyo,1 y 2 estrellas,60936904,""
2021-07-01,Cuyo,3 estrellas/boutiques/aparts,173895901,""
2021-07-01,Cuyo,4 y 5 estrellas,517551708,""
2021-07-01,Cuyo,Para Hoteles,36266814,""
2021-07-01,Córdoba,1 y 2 estrellas,90506330,""
2021-07-01,Córdoba,3 estrellas/boutiques/aparts,323780417,""
2021-07-01,Córdoba,4 y 5 estrellas,127185406,""
2021-07-01,Córdoba,Para Hoteles,330636823,""
2021-07-01,Litoral,1 y 2 estrellas,21057618,""
2021-07-01,Litoral,3 estrellas/boutiques/aparts,89542913,""
2021-07-01,Litoral,4 y 5 estrellas,795043594,""
2021-07-01,Litoral,Para Hoteles,175544061,""
2021-07-01,Norte,1 y 2 estrellas,77006221,""
2021-07-01,Norte,3 estrellas/boutiques/aparts,212345379,""
2021-07-01,Norte,4 y 5 estrellas,489451295,""
2021-07-01,Norte,Para Hoteles,82316830,""
2021-07-01,Patagonia,1 y 2 estrellas,220358566,""
2021-07-01,Patagonia,3 estrellas/boutiques/aparts,667458443,""
2021-07-01,Patagonia,4 y 5 estrellas,1490868264,""
2021-07-01,Patagonia,Para Hoteles,327050526,""
2021-08-01,Buenos Aires,1 y 2 estrellas,40431596,""
2021-08-01,Buenos Aires,3 estrellas/boutiques/aparts,189736328,""
2021-08-01,Buenos Aires,4 y 5 estrellas,268434596,""
2021-08-01,Buenos Aires,Para Hoteles,91892324,""
2021-08-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,Cuyo,1 y 2 estrellas,55713924,""
2021-08-01,Cuyo,3 estrellas/boutiques/aparts,147052990,""
2021-08-01,Cuyo,4 y 5 estrellas,379980677,""
2021-08-01,Cuyo,Para Hoteles,26623686,""
2021-08-01,Córdoba,1 y 2 estrellas,74228350,""
2021-08-01,Córdoba,3 estrellas/boutiques/aparts,247478356,""
2021-08-01,Córdoba,4 y 5 estrellas,193616007,""
2021-08-01,Córdoba,Para Hoteles,271762294,""
2021-08-01,Litoral,1 y 2 estrellas,22543860,""
2021-08-01,Litoral,3 estrellas/boutiques/aparts,101847969,""
2021-08-01,Litoral,4 y 5 estrellas,974436069,""
2021-08-01,Litoral,Para Hoteles,130624103,""
2021-08-01,Norte,1 y 2 estrellas,66012046,""
2021-08-01,Norte,3 estrellas/boutiques/aparts,244052800,""
2021-08-01,Norte,4 y 5 estrellas,589498797,""
2021-08-01,Norte,Para Hoteles,84107101,""
2021-08-01,Patagonia,1 y 2 estrellas,223142125,""
2021-08-01,Patagonia,3 estrellas/boutiques/aparts,787282277,""
2021-08-01,Patagonia,4 y 5 estrellas,1806699077,""
2021-08-01,Patagonia,Para Hoteles,446516399,""
2021-09-01,Buenos Aires,1 y 2 estrellas,33125238,""
2021-09-01,Buenos Aires,3 estrellas/boutiques/aparts,179998644,""
2021-09-01,Buenos Aires,4 y 5 estrellas,282899647,""
2021-09-01,Buenos Aires,Para Hoteles,86279936,""
2021-09-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,Cuyo,1 y 2 estrellas,52415384,""
2021-09-01,Cuyo,3 estrellas/boutiques/aparts,189572794,""
2021-09-01,Cuyo,4 y 5 estrellas,593757583,""
2021-09-01,Cuyo,Para Hoteles,29443705,""
2021-09-01,Córdoba,1 y 2 estrellas,75228144,""
2021-09-01,Córdoba,3 estrellas/boutiques/aparts,272350685,""
2021-09-01,Córdoba,4 y 5 estrellas,114973472,""
2021-09-01,Córdoba,Para Hoteles,306011152,""
2021-09-01,Litoral,1 y 2 estrellas,21930171,""
2021-09-01,Litoral,3 estrellas/boutiques/aparts,135299991,""
2021-09-01,Litoral,4 y 5 estrellas,1356230106,""
2021-09-01,Litoral,Para Hoteles,90867392,""
2021-09-01,Norte,1 y 2 estrellas,68013887,""
2021-09-01,Norte,3 estrellas/boutiques/aparts,260480597,""
2021-09-01,Norte,4 y 5 estrellas,681607942,""
2021-09-01,Norte,Para Hoteles,104387078,""
2021-09-01,Patagonia,1 y 2 estrellas,370810184,""
2021-09-01,Patagonia,3 estrellas/boutiques/aparts,794290403,""
2021-09-01,Patagonia,4 y 5 estrellas,2247398516,""
2021-09-01,Patagonia,Para Hoteles,399685966,""
2021-10-01,Buenos Aires,1 y 2 estrellas,70341657,""
2021-10-01,Buenos Aires,3 estrellas/boutiques/aparts,324577567,""
2021-10-01,Buenos Aires,4 y 5 estrellas,379670379,""
2021-10-01,Buenos Aires,Para Hoteles,175535681,""
2021-10-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,Cuyo,1 y 2 estrellas,94259387,""
2021-10-01,Cuyo,3 estrellas/boutiques/aparts,221338423,""
2021-10-01,Cuyo,4 y 5 estrellas,1157324518,""
2021-10-01,Cuyo,Para Hoteles,44256976,""
2021-10-01,Córdoba,1 y 2 estrellas,125040569,""
2021-10-01,Córdoba,3 estrellas/boutiques/aparts,371012916,""
2021-10-01,Córdoba,4 y 5 estrellas,157279000,""
2021-10-01,Córdoba,Para Hoteles,433108372,""
2021-10-01,Litoral,1 y 2 estrellas,28902847,""
2021-10-01,Litoral,3 estrellas/boutiques/aparts,162738952,""
2021-10-01,Litoral,4 y 5 estrellas,1698527230,""
2021-10-01,Litoral,Para Hoteles,190402866,""
2021-10-01,Norte,1 y 2 estrellas,79992220,""
2021-10-01,Norte,3 estrellas/boutiques/aparts,266919132,""
2021-10-01,Norte,4 y 5 estrellas,803112966,""
2021-10-01,Norte,Para Hoteles,93226005,""
2021-10-01,Patagonia,1 y 2 estrellas,288432976,""
2021-10-01,Patagonia,3 estrellas/boutiques/aparts,710413324,""
2021-10-01,Patagonia,4 y 5 estrellas,1774473389,""
2021-10-01,Patagonia,Para Hoteles,330452119,""
2021-11-01,Buenos Aires,1 y 2 estrellas,149464582,""
2021-11-01,Buenos Aires,3 estrellas/boutiques/aparts,607449251,""
2021-11-01,Buenos Aires,4 y 5 estrellas,514217049,""
2021-11-01,Buenos Aires,Para Hoteles,254929035,""
2021-11-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,Cuyo,1 y 2 estrellas,97477621,""
2021-11-01,Cuyo,3 estrellas/boutiques/aparts,292312641,""
2021-11-01,Cuyo,4 y 5 estrellas,1170198340,""
2021-11-01,Cuyo,Para Hoteles,43144821,""
2021-11-01,Córdoba,1 y 2 estrellas,131536718,""
2021-11-01,Córdoba,3 estrellas/boutiques/aparts,387577449,""
2021-11-01,Córdoba,4 y 5 estrellas,238798941,""
2021-11-01,Córdoba,Para Hoteles,328877664,""
2021-11-01,Litoral,1 y 2 estrellas,34536835,""
2021-11-01,Litoral,3 estrellas/boutiques/aparts,199272909,""
2021-11-01,Litoral,4 y 5 estrellas,1503672315,""
2021-11-01,Litoral,Para Hoteles,181279243,""
2021-11-01,Norte,1 y 2 estrellas,65570516,""
2021-11-01,Norte,3 estrellas/boutiques/aparts,269365575,""
2021-11-01,Norte,4 y 5 estrellas,768475757,""
2021-11-01,Norte,Para Hoteles,93572850,""
2021-11-01,Patagonia,1 y 2 estrellas,302121676,""
2021-11-01,Patagonia,3 estrellas/boutiques/aparts,838819453,""
2021-11-01,Patagonia,4 y 5 estrellas,1677005200,""
2021-11-01,Patagonia,Para Hoteles,422635227,""
2021-12-01,Buenos Aires,1 y 2 estrellas,266476708,""
2021-12-01,Buenos Aires,3 estrellas/boutiques/aparts,901532271,""
2021-12-01,Buenos Aires,4 y 5 estrellas,734011589,""
2021-12-01,Buenos Aires,Para Hoteles,595913982,""
2021-12-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,Cuyo,1 y 2 estrellas,85222146,""
2021-12-01,Cuyo,3 estrellas/boutiques/aparts,261855489,""
2021-12-01,Cuyo,4 y 5 estrellas,857690399,""
2021-12-01,Cuyo,Para Hoteles,60161932,""
2021-12-01,Córdoba,1 y 2 estrellas,153599394,""
2021-12-01,Córdoba,3 estrellas/boutiques/aparts,434777384,""
2021-12-01,Córdoba,4 y 5 estrellas,209142355,""
2021-12-01,Córdoba,Para Hoteles,478945123,""
2021-12-01,Litoral,1 y 2 estrellas,34087516,""
2021-12-01,Litoral,3 estrellas/boutiques/aparts,230540640,""
2021-12-01,Litoral,4 y 5 estrellas,1679870755,""
2021-12-01,Litoral,Para Hoteles,196592043,""
2021-12-01,Norte,1 y 2 estrellas,69339388,""
2021-12-01,Norte,3 estrellas/boutiques/aparts,224051633,""
2021-12-01,Norte,4 y 5 estrellas,645313269,""
2021-12-01,Norte,Para Hoteles,79317145,""
2021-12-01,Patagonia,1 y 2 estrellas,271193884,""
2021-12-01,Patagonia,3 estrellas/boutiques/aparts,962214825,""
2021-12-01,Patagonia,4 y 5 estrellas,1896392618,""
2021-12-01,Patagonia,Para Hoteles,568915820,""
2022-01-01,Buenos Aires,1 y 2 estrellas,1051606504,""
2022-01-01,Buenos Aires,3 estrellas/boutiques/aparts,2723350186,""
2022-01-01,Buenos Aires,4 y 5 estrellas,1941019010,""
2022-01-01,Buenos Aires,Para Hoteles,2002840872,""
2022-01-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,CABA,3 estrellas/boutiques/aparts,474875636,""
2022-01-01,CABA,4 y 5 estrellas,1484638895,""
2022-01-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Cuyo,1 y 2 estrellas,156315809,""
2022-01-01,Cuyo,3 estrellas/boutiques/aparts,460084331,""
2022-01-01,Cuyo,4 y 5 estrellas,885196497,""
2022-01-01,Cuyo,Para Hoteles,220497715,""
2022-01-01,Córdoba,1 y 2 estrellas,376747278,""
2022-01-01,Córdoba,3 estrellas/boutiques/aparts,833947616,""
2022-01-01,Córdoba,4 y 5 estrellas,295766344,""
2022-01-01,Córdoba,Para Hoteles,1122948400,""
2022-01-01,Litoral,1 y 2 estrellas,63701148,""
2022-01-01,Litoral,3 estrellas/boutiques/aparts,267094843,""
2022-01-01,Litoral,4 y 5 estrellas,1953847256,""
2022-01-01,Litoral,Para Hoteles,256284038,""
2022-01-01,Norte,1 y 2 estrellas,113602846,""
2022-01-01,Norte,3 estrellas/boutiques/aparts,480221194,""
2022-01-01,Norte,4 y 5 estrellas,592713440,""
2022-01-01,Norte,Para Hoteles,232260167,""
2022-01-01,Patagonia,1 y 2 estrellas,1195109983,""
2022-01-01,Patagonia,3 estrellas/boutiques/aparts,1785221240,""
2022-01-01,Patagonia,4 y 5 estrellas,3337206765,""
2022-01-01,Patagonia,Para Hoteles,1668128202,""
2022-02-01,Buenos Aires,1 y 2 estrellas,878970120,""
2022-02-01,Buenos Aires,3 estrellas/boutiques/aparts,2255470624,""
2022-02-01,Buenos Aires,4 y 5 estrellas,1627050686,""
2022-02-01,Buenos Aires,Para Hoteles,1646247722,""
2022-02-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,CABA,3 estrellas/boutiques/aparts,549317621,""
2022-02-01,CABA,4 y 5 estrellas,2044238541,""
2022-02-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Cuyo,1 y 2 estrellas,148761279,""
2022-02-01,Cuyo,3 estrellas/boutiques/aparts,480843961,""
2022-02-01,Cuyo,4 y 5 estrellas,1108567079,""
2022-02-01,Cuyo,Para Hoteles,182590384,""
2022-02-01,Córdoba,1 y 2 estrellas,361380944,""
2022-02-01,Córdoba,3 estrellas/boutiques/aparts,825479558,""
2022-02-01,Córdoba,4 y 5 estrellas,307382736,""
2022-02-01,Córdoba,Para Hoteles,1026777860,""
2022-02-01,Litoral,1 y 2 estrellas,52490188,""
2022-02-01,Litoral,3 estrellas/boutiques/aparts,279770967,""
2022-02-01,Litoral,4 y 5 estrellas,2075408502,""
2022-02-01,Litoral,Para Hoteles,264690190,""
2022-02-01,Norte,1 y 2 estrellas,138982092,""
2022-02-01,Norte,3 estrellas/boutiques/aparts,492868432,""
2022-02-01,Norte,4 y 5 estrellas,815590494,""
2022-02-01,Norte,Para Hoteles,218993936,""
2022-02-01,Patagonia,1 y 2 estrellas,952777284,""
2022-02-01,Patagonia,3 estrellas/boutiques/aparts,1583228363,""
2022-02-01,Patagonia,4 y 5 estrellas,2860309691,""
2022-02-01,Patagonia,Para Hoteles,1336474912,""
2022-03-01,Buenos Aires,1 y 2 estrellas,393012913,""
2022-03-01,Buenos Aires,3 estrellas/boutiques/aparts,1150772359,""
2022-03-01,Buenos Aires,4 y 5 estrellas,844592004,""
2022-03-01,Buenos Aires,Para Hoteles,641572524,""
2022-03-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,CABA,3 estrellas/boutiques/aparts,757165407,""
2022-03-01,CABA,4 y 5 estrellas,2987903514,""
2022-03-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Cuyo,1 y 2 estrellas,141491959,""
2022-03-01,Cuyo,3 estrellas/boutiques/aparts,457009046,""
2022-03-01,Cuyo,4 y 5 estrellas,1405327461,""
2022-03-01,Cuyo,Para Hoteles,89076091,""
2022-03-01,Córdoba,1 y 2 estrellas,202132816,""
2022-03-01,Córdoba,3 estrellas/boutiques/aparts,445785706,""
2022-03-01,Córdoba,4 y 5 estrellas,277509653,""
2022-03-01,Córdoba,Para Hoteles,598867459,""
2022-03-01,Litoral,1 y 2 estrellas,55121618,""
2022-03-01,Litoral,3 estrellas/boutiques/aparts,249797626,""
2022-03-01,Litoral,4 y 5 estrellas,2764527330,""
2022-03-01,Litoral,Para Hoteles,223753016,""
2022-03-01,Norte,1 y 2 estrellas,125530308,""
2022-03-01,Norte,3 estrellas/boutiques/aparts,478682216,""
2022-03-01,Norte,4 y 5 estrellas,882618877,""
2022-03-01,Norte,Para Hoteles,181020710,""
2022-03-01,Patagonia,1 y 2 estrellas,731510144,""
2022-03-01,Patagonia,3 estrellas/boutiques/aparts,1397728469,""
2022-03-01,Patagonia,4 y 5 estrellas,2654156911,""
2022-03-01,Patagonia,Para Hoteles,882814794,""
2022-04-01,Buenos Aires,1 y 2 estrellas,174859010,""
2022-04-01,Buenos Aires,3 estrellas/boutiques/aparts,652150758,""
2022-04-01,Buenos Aires,4 y 5 estrellas,540879927,""
2022-04-01,Buenos Aires,Para Hoteles,306630292,""
2022-04-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,CABA,3 estrellas/boutiques/aparts,929010082,""
2022-04-01,CABA,4 y 5 estrellas,3286137558,""
2022-04-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Cuyo,1 y 2 estrellas,120441999,""
2022-04-01,Cuyo,3 estrellas/boutiques/aparts,426977247,""
2022-04-01,Cuyo,4 y 5 estrellas,1330486717,""
2022-04-01,Cuyo,Para Hoteles,75964213,""
2022-04-01,Córdoba,1 y 2 estrellas,215105930,""
2022-04-01,Córdoba,3 estrellas/boutiques/aparts,505754886,""
2022-04-01,Córdoba,4 y 5 estrellas,300555820,""
2022-04-01,Córdoba,Para Hoteles,489291487,""
2022-04-01,Litoral,1 y 2 estrellas,56652691,""
2022-04-01,Litoral,3 estrellas/boutiques/aparts,286055383,""
2022-04-01,Litoral,4 y 5 estrellas,2779321228,""
2022-04-01,Litoral,Para Hoteles,224608157,""
2022-04-01,Norte,1 y 2 estrellas,207746557,""
2022-04-01,Norte,3 estrellas/boutiques/aparts,696947333,""
2022-04-01,Norte,4 y 5 estrellas,1046121567,""
2022-04-01,Norte,Para Hoteles,183885480,""
2022-04-01,Patagonia,1 y 2 estrellas,473381670,""
2022-04-01,Patagonia,3 estrellas/boutiques/aparts,959174066,""
2022-04-01,Patagonia,4 y 5 estrellas,2553842360,""
2022-04-01,Patagonia,Para Hoteles,484826244,""
2022-05-01,Buenos Aires,1 y 2 estrellas,54882622,""
2022-05-01,Buenos Aires,3 estrellas/boutiques/aparts,325702602,""
2022-05-01,Buenos Aires,4 y 5 estrellas,363269594,""
2022-05-01,Buenos Aires,Para Hoteles,147944901,""
2022-05-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,3 estrellas/boutiques/aparts,1217896114,""
2022-05-01,CABA,4 y 5 estrellas,2947951384,""
2022-05-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Cuyo,1 y 2 estrellas,117373443,""
2022-05-01,Cuyo,3 estrellas/boutiques/aparts,375832335,""
2022-05-01,Cuyo,4 y 5 estrellas,2013608047,""
2022-05-01,Cuyo,Para Hoteles,34448023,""
2022-05-01,Córdoba,1 y 2 estrellas,116923465,""
2022-05-01,Córdoba,3 estrellas/boutiques/aparts,303665132,""
2022-05-01,Córdoba,4 y 5 estrellas,321726601,""
2022-05-01,Córdoba,Para Hoteles,243492512,""
2022-05-01,Litoral,1 y 2 estrellas,59307417,""
2022-05-01,Litoral,3 estrellas/boutiques/aparts,292578819,""
2022-05-01,Litoral,4 y 5 estrellas,2580211026,""
2022-05-01,Litoral,Para Hoteles,171739389,""
2022-05-01,Norte,1 y 2 estrellas,158831047,""
2022-05-01,Norte,3 estrellas/boutiques/aparts,401156508,""
2022-05-01,Norte,4 y 5 estrellas,903308846,""
2022-05-01,Norte,Para Hoteles,129957627,""
2022-05-01,Patagonia,1 y 2 estrellas,305715435,""
2022-05-01,Patagonia,3 estrellas/boutiques/aparts,701825297,""
2022-05-01,Patagonia,4 y 5 estrellas,1573867456,""
2022-05-01,Patagonia,Para Hoteles,334855551,""
2022-06-01,Buenos Aires,1 y 2 estrellas,60596988,""
2022-06-01,Buenos Aires,3 estrellas/boutiques/aparts,292541663,""
2022-06-01,Buenos Aires,4 y 5 estrellas,277060055,""
2022-06-01,Buenos Aires,Para Hoteles,162281455,""
2022-06-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,CABA,3 estrellas/boutiques/aparts,874958103,""
2022-06-01,CABA,4 y 5 estrellas,3794394288,""
2022-06-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Cuyo,1 y 2 estrellas,135814364,""
2022-06-01,Cuyo,3 estrellas/boutiques/aparts,416654213,""
2022-06-01,Cuyo,4 y 5 estrellas,1299827125,""
2022-06-01,Cuyo,Para Hoteles,44087075,""
2022-06-01,Córdoba,1 y 2 estrellas,144260349,""
2022-06-01,Córdoba,3 estrellas/boutiques/aparts,370226179,""
2022-06-01,Córdoba,4 y 5 estrellas,388291553,""
2022-06-01,Córdoba,Para Hoteles,290251146,""
2022-06-01,Litoral,1 y 2 estrellas,63333266,""
2022-06-01,Litoral,3 estrellas/boutiques/aparts,291955969,""
2022-06-01,Litoral,4 y 5 estrellas,3115971935,""
2022-06-01,Litoral,Para Hoteles,146260999,""
2022-06-01,Norte,1 y 2 estrellas,207663228,""
2022-06-01,Norte,3 estrellas/boutiques/aparts,529324578,""
2022-06-01,Norte,4 y 5 estrellas,1104581388,""
2022-06-01,Norte,Para Hoteles,177839395,""
2022-06-01,Patagonia,1 y 2 estrellas,448341219,""
2022-06-01,Patagonia,3 estrellas/boutiques/aparts,932366774,""
2022-06-01,Patagonia,4 y 5 estrellas,1957771559,""
2022-06-01,Patagonia,Para Hoteles,285249959,""
2022-07-01,Buenos Aires,1 y 2 estrellas,164794155,""
2022-07-01,Buenos Aires,3 estrellas/boutiques/aparts,602846246,""
2022-07-01,Buenos Aires,4 y 5 estrellas,554635348,""
2022-07-01,Buenos Aires,Para Hoteles,329575756,""
2022-07-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,CABA,3 estrellas/boutiques/aparts,1370100068,""
2022-07-01,CABA,4 y 5 estrellas,5390515333,""
2022-07-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,Cuyo,1 y 2 estrellas,227287575,""
2022-07-01,Cuyo,3 estrellas/boutiques/aparts,749256591,""
2022-07-01,Cuyo,4 y 5 estrellas,2464937328,""
2022-07-01,Cuyo,Para Hoteles,148475189,""
2022-07-01,Córdoba,1 y 2 estrellas,304225628,""
2022-07-01,Córdoba,3 estrellas/boutiques/aparts,782509127,""
2022-07-01,Córdoba,4 y 5 estrellas,492809786,""
2022-07-01,Córdoba,Para Hoteles,827899418,""
2022-07-01,Litoral,1 y 2 estrellas,88030344,""
2022-07-01,Litoral,3 estrellas/boutiques/aparts,455362836,""
2022-07-01,Litoral,4 y 5 estrellas,3499774033,""
2022-07-01,Litoral,Para Hoteles,334358504,""
2022-07-01,Norte,1 y 2 estrellas,516590687,""
2022-07-01,Norte,3 estrellas/boutiques/aparts,1139161189,""
2022-07-01,Norte,4 y 5 estrellas,1706882572,""
2022-07-01,Norte,Para Hoteles,404887156,""
2022-07-01,Patagonia,1 y 2 estrellas,1568327930,""
2022-07-01,Patagonia,3 estrellas/boutiques/aparts,2001670611,""
2022-07-01,Patagonia,4 y 5 estrellas,4441425414,""
2022-07-01,Patagonia,Para Hoteles,1246930908,""
2022-08-01,Buenos Aires,1 y 2 estrellas,83126704,""
2022-08-01,Buenos Aires,3 estrellas/boutiques/aparts,535861726,""
2022-08-01,Buenos Aires,4 y 5 estrellas,485164393,""
2022-08-01,Buenos Aires,Para Hoteles,234014870,""
2022-08-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,CABA,3 estrellas/boutiques/aparts,1397922074,""
2022-08-01,CABA,4 y 5 estrellas,4717983327,""
2022-08-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,Cuyo,1 y 2 estrellas,158967401,""
2022-08-01,Cuyo,3 estrellas/boutiques/aparts,622743838,""
2022-08-01,Cuyo,4 y 5 estrellas,2398778848,""
2022-08-01,Cuyo,Para Hoteles,67616248,""
2022-08-01,Córdoba,1 y 2 estrellas,184349884,""
2022-08-01,Córdoba,3 estrellas/boutiques/aparts,453272869,""
2022-08-01,Córdoba,4 y 5 estrellas,438825100,""
2022-08-01,Córdoba,Para Hoteles,277964039,""
2022-08-01,Litoral,1 y 2 estrellas,81356207,""
2022-08-01,Litoral,3 estrellas/boutiques/aparts,419800975,""
2022-08-01,Litoral,4 y 5 estrellas,3272849626,""
2022-08-01,Litoral,Para Hoteles,290529401,""
2022-08-01,Norte,1 y 2 estrellas,371098008,""
2022-08-01,Norte,3 estrellas/boutiques/aparts,758855388,""
2022-08-01,Norte,4 y 5 estrellas,1732460148,""
2022-08-01,Norte,Para Hoteles,259152563,""
2022-08-01,Patagonia,1 y 2 estrellas,1111467085,""
2022-08-01,Patagonia,3 estrellas/boutiques/aparts,1968952801,""
2022-08-01,Patagonia,4 y 5 estrellas,4285803477,""
2022-08-01,Patagonia,Para Hoteles,1183198483,""
2022-09-01,Buenos Aires,1 y 2 estrellas,135916726,""
2022-09-01,Buenos Aires,3 estrellas/boutiques/aparts,556195485,""
2022-09-01,Buenos Aires,4 y 5 estrellas,549585731,""
2022-09-01,Buenos Aires,Para Hoteles,305027061,""
2022-09-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,CABA,3 estrellas/boutiques/aparts,1579277847,""
2022-09-01,CABA,4 y 5 estrellas,5953165710,""
2022-09-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,Cuyo,1 y 2 estrellas,199528446,""
